Company,Name,YearOfManufacture,Status,Body,DistanceUsed,Doors,Seats,FuelType,FuelAmount,GearBox,Drivetrain,FuelConsumption,Price
Kia, Kia Sonet Luxury 1.5 AT - 2023,2023,new,Crossover,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,584000000
Mazda, Mazda CX 30 Luxury 2.0 AT - 2023,2023,new,Crossover,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,739000000
Mazda, Mazda 3 1.5L Sport Premium - 2023,2023,new,Hatchback,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,714000000
Mini, Mini Cooper S 5Dr - 2015,2015,used,Hatchback,50000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,5,950000000
Toyota, Toyota Vios 1.5E - 2018,2018,used,Sedan,70000,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,5,375000000
Ford, Ford Everest 2.5L 4x2 MT - 2014,2014,used,SUV,85000,5,8,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,8,455000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,2021,used,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1135000000
Ford, Ford Everest 2.5L 4x4 MT - 2011,2011,used,SUV,0,5,8,Dầu,2.5,Số tay,4WD - Dẫn động 4 bánh,8,370000000
Hyundai, Hyundai Elantra 1.6 AT - 2018,2018,used,Sedan,0,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,470000000
Mitsubishi, Mitsubishi Jolie SS - 2005,2005,used,SUV,0,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,9,165000000
Lexus, Lexus ES 250 - 2023,2023,new,Sedan,0,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,2620000000
Ford, Ford Focus - 2009,2009,used,Sedan,136000,0,0,Xăng,null,Số tay,-,null,168000000
Hyundai, Hyundai i10 Grand 1.2 MT - 2019,2019,used,Hatchback,5200,5,5,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,5,285000000
Toyota, Toyota Alphard Luxury Executive Lounge - 2023,2023,new,Van,0,5,7,Xăng,3.5,Số tự động,FWD - Dẫn động cầu trước,null,4370000000
VinFast, VinFast Fadil 1.4 AT Plus - 2021,2021,used,Hatchback,27000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,340000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2019,2019,used,SUV,30000,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,910000000
Toyota, Toyota Fortuner 2.5G - 2016,2016,used,SUV,85000,5,8,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,null,615000000
Kia, Kia Cerato 2.0 AT Premium - 2020,2020,used,Sedan,32000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,579000000
Daewoo, Daewoo Lacetti Ex 1.6 MT - 2010,2010,used,Sedan,125000,5,5,Xăng,null,Số tay,FWD - Dẫn động cầu trước,6,135000000
VinFast, VinFast Lux SA 2.0 Plus - 2020,2020,used,SUV,50000,5,7,Xăng,null,Số tự động,RFD - Dẫn động cầu sau,5,735000000
Toyota, Toyota Land Cruiser VX 4.6 V8 - 2015,2015,used,SUV,90000,5,8,Xăng,4.6,Số tự động,AWD - 4 bánh toàn thời gian,null,2199000000
Mazda, Mazda CX5 Premium 2.0 AT - 2022,2022,new,SUV,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,789000000
Mazda, Mazda CX5 2.5 AT AWD - 2018,2018,used,SUV,92000,5,5,Xăng,2.5,Số tự động,AWD - 4 bánh toàn thời gian,9,670000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2020,2020,used,SUV,50000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,8,1550000000
Kia, Kia Carnival Signature 2.2D - 2022,2022,used,Van,16000,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,null,1550000000
Toyota, Toyota Corolla Cross 1.8G - 2023,2023,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,725000000
Daewoo, Daewoo Lacetti CDX 1.6 AT - 2009,2009,used,Sedan,80000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,8,215000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2020,2020,used,SUV,32000,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,950000000
Mazda, Mazda 3 1.5L Deluxe - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,579000000
Toyota, Toyota Corolla altis 2.0V - 2016,2016,used,Sedan,68000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,545000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2020,2020,used,SUV,32000,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,950000000
Mazda, Mazda 3 1.5L Luxury - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,619000000
Lexus, Lexus RX 300 - 2020,2020,used,SUV,28000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,8,2850000000
Hyundai, Hyundai SantaFe Tiêu chuẩn 2.5L - 2022,2022,used,SUV,18000,5,7,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,999000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,2021,used,SUV,30000,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1165000000
Mazda, Mazda 2 1.5 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,415000000
Mazda, Mazda CX5 Premium 2.0 AT - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,6,799000000
Kia, Kia Morning SLX 1.0 AT - 2010,2010,used,Hatchback,0,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,210000000
Hyundai, Hyundai i10 Grand 1.2 AT - 2014,2014,used,Hatchback,100000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,null,286000000
Kia, Kia Morning Van 1.0 AT - 2016,2016,used,Van,85000,5,2,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,247000000
Mazda, Mazda CX5 2.0 Premium - 2020,2020,used,SUV,40000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,785000000
Mercedes, Mercedes Benz E class E280 - 2008,2008,used,Sedan,110000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,280000000
LandRover, LandRover Range Rover Autobiography LWB 5.0 - 2015,2015,used,SUV,33100,5,4,Xăng,5.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4953000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,2021,used,SUV,35000,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1165000000
MG, MG 5 Luxury 1.5 AT - 2022,2022,new,Sedan,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,529000000
Hyundai, Hyundai Grand Starex Van 2.5 MT - 2009,2009,used,Van,145000,5,5,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,8,315000000
Lexus, Lexus ES 350 - 2009,2009,used,Sedan,80000,4,5,Xăng,3.5,Số tự động,FWD - Dẫn động cầu trước,10,765000000
Honda, Honda Civic 1.8 AT - 2008,2008,used,Sedan,0,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,8,260000000
Suzuki, Suzuki Swift GLX 1.2 AT - 2019,2019,used,Hatchback,28000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,499000000
Toyota, Toyota Land Cruiser VX 4.6 V8 - 2013,2013,used,SUV,0,5,8,Xăng,4.6,Số tự động,AWD - 4 bánh toàn thời gian,null,1863000000
Hyundai, Hyundai i20 1.4 AT - 2013,2013,used,Hatchback,65000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,325000000
Mercedes, Mercedes Benz CLA class CLA 200 - 2017,2017,used,Sedan,50000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,899000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2020,2020,used,SUV,19789,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1818000000
Suzuki, Suzuki Swift Special 1.2 AT - 2019,2019,used,Hatchback,17000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,495000000
Honda, Honda Civic G 1.8 AT - 2019,2019,used,Sedan,25000,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,6,575000000
Toyota, Toyota Land Cruiser 3.5 V6 - 2022,2022,new,SUV,0,5,7,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,4286000000
Hyundai, Hyundai SantaFe Premium 2.2D - 2021,2021,used,SUV,34000,5,7,Dầu,null,Số tự động,4WD hoặc AWD,null,1140000000
Peugeot, Peugeot 3008 Allure 1.6 AT - 2020,2020,used,Crossover,0,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,830000000
Suzuki, Suzuki Swift GLX 1.2 AT - 2019,2019,used,Hatchback,29000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,495000000
Mazda, Mazda 3 1.5L Luxury - 2020,2020,used,Sedan,48000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,595000000
Mazda, Mazda 3 2.0L Signature Luxury - 2020,2020,used,Sedan,37000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,645000000
Mercedes, Mercedes Benz E class E300 AMG - 2017,2017,used,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1580000000
Hyundai, Hyundai Kona 2.0 ATH - 2019,2019,used,Crossover,25000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,585000000
Toyota, Toyota Camry 2.4G - 2009,2009,used,Sedan,140000,4,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,399000000
Mazda, Mazda 6 2.5 AT - 2014,2014,used,Sedan,58000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,8,460000000
Peugeot, Peugeot 2008 Active 1.2 AT - 2021,2021,used,Crossover,25000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,5,680000000
Peugeot, Peugeot 3008 AL - 2022,2022,used,Crossover,2800,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,10,985000000
Mercedes, Mercedes Benz S class S500L - 2015,2015,used,Sedan,0,4,5,Xăng,4.7,Số tự động,RFD - Dẫn động cầu sau,null,2280000000
Toyota, Toyota Innova 2.0E - 2018,2018,used,Crossover,85000,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,null,545000000
LandRover, LandRover Range Rover Evoque Dynamic - 2014,2014,used,SUV,85689,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,955000000
Hyundai, Hyundai i10 Grand 1.2 AT - 2018,2018,used,Hatchback,30000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,null,365000000
Kia, Kia Rio 1.4 AT - 2011,2011,used,Hatchback,86000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,308000000
Toyota, Toyota Camry 2.5Q - 2022,2022,used,Sedan,28000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,1279000000
VinFast, VinFast Lux SA 2.0 2.0 AT - 2021,2021,used,SUV,30000,5,7,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,8,790000000
Chevrolet, Chevrolet Aveo LT 1.4 MT - 2018,2018,used,Sedan,0,4,5,Xăng,1.4,Số tay,FWD - Dẫn động cầu trước,null,255000000
Ford, Ford Ranger XLS 2.2L 4x2 AT - 2019,2019,used,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,595000000
Ford, Ford EcoSport Titanium 1.5L AT - 2016,2016,used,SUV,75000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,419000000
Toyota, Toyota Camry 2.4G - 2003,2003,used,Sedan,120000,4,5,Xăng,2.4,Số tay,FWD - Dẫn động cầu trước,null,198000000
Hyundai, Hyundai Kona 2.0 AT - 2019,2019,used,Crossover,28568,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,525000000
Ford, Ford Ranger XL 4x4 MT - 2002,2002,used,Bán tải ,0,4,5,Dầu,2.5,Số tay,4WD - Dẫn động 4 bánh,7,125000000
VinFast, VinFast VF8 Plus - 2022,2022,used,SUV,13000,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,870000000
Mitsubishi, Mitsubishi Triton 4x2 AT - 2022,2022,used,Bán tải ,9400,4,5,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,6,586000000
Ford, Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,null,890000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,640000000
Mercedes, Mercedes Benz GLS 450 4Matic - 2020,2020,used,SUV,0,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4179000000
Porsche, Porsche Macan 2.0 - 2021,2021,used,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2998000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2021,2021,used,SUV,17000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1938000000
Kia, Kia Morning Si AT - 2016,2016,used,Hatchback,37000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,5,295000000
Nissan, Nissan X trail 2.0 SL 2WD Premium - 2018,2018,used,SUV,41000,5,7,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,696000000
Porsche, Porsche Macan 2.0 - 2015,2015,used,SUV,80000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1850000000
Kia, Kia Cerato 1.6 AT Luxury - 2020,2020,used,Sedan,1,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,6,568000000
Chevrolet, Chevrolet Captiva LTZ 2.4 AT - 2008,2008,used,SUV,0,5,7,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,225000000
Kia, Kia Morning - 2009,2009,used,Hatchback,9,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,6,21000000
Ford, Ford Territory Titanium 1.5 AT - 2023,2023,new,SUV,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,909000000
Toyota, Toyota Vios 1.5E - 2015,2015,used,Sedan,0,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,280000000
Luxgen, Luxgen M7 2.2 T - 2010,2010,used,Van,0,5,7,Xăng,2.2,Số tự động,FWD - Dẫn động cầu trước,null,280000000
Honda, Honda CRV L - 2018,2018,used,SUV,36000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,809000000
LandRover, LandRover Range Rover Autobiography LWB 5.0 - 2016,2016,used,SUV,26000,5,4,Xăng,5.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4700000000
Toyota, Toyota Camry 2.5Q - 2015,2015,used,Sedan,80000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,679000000
Toyota, Toyota Vios 1.5E - 2011,2011,used,Sedan,0,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,199000000
Hyundai, Hyundai Kona 2.0 ATH - 2020,2020,used,Crossover,30000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,610000000
Hyundai, Hyundai SantaFe 2.4L 4WD - 2016,2016,used,SUV,0,5,7,Xăng,2.4,Số tự động,4WD - Dẫn động 4 bánh,null,730000000
Mercedes, Mercedes Benz GLC 200 - 2022,2022,used,SUV,9009,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,8,1689000000
Nissan, Nissan Teana 2.0 AT - 2011,2011,used,Sedan,0,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,309000000
Toyota, Toyota Camry 2.4G - 2010,2010,used,Sedan,123000,4,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,405000000
Kia, Kia Cerato 1.6 AT - 2010,2010,used,Sedan,0,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,288000000
Toyota, Toyota Fortuner 2.7V 4x4 AT - 2009,2009,used,SUV,120000,5,8,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,10,340000000
Honda, Honda Civic 1.8 AT - 2014,2014,used,Sedan,65000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,385000000
Mitsubishi, Mitsubishi Jolie SS - 2005,2005,used,SUV,0,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,null,135000000
Scion, Scion Xd 1.8 AT - 2010,2010,used,Hatchback,60000,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,8,599000000
Audi, Audi A5 Sportback 2.0 - 2013,2013,used,Sedan,75000,4,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,745000000
Ford, Ford Everest 2.5L 4x2 MT - 2008,2008,used,SUV,155,5,8,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,08,235000000
Toyota, Toyota Venza 2.7 - 2009,2009,used,Crossover,74000,5,5,Xăng,2.7,Số tự động,FWD - Dẫn động cầu trước,9,495000000
Toyota, Toyota Corolla altis 1.8G AT - 2018,2018,used,Sedan,60000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,7,565000000
Mercedes, Mercedes Benz E class E200 Exclusive - 2021,2021,used,Sedan,13000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1850000000
Hyundai, Hyundai SantaFe Cao cấp 2.5L HTRAC - 2021,2021,used,SUV,30000,5,7,Xăng,2.5,Số tự động,AWD - 4 bánh toàn thời gian,null,1145000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2022,2022,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1874000000
Mercedes, Mercedes Benz E class E300 AMG - 2016,2016,used,Sedan,57000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,8,1395000000
Peugeot, Peugeot 2008 Active 1.2 AT - 2021,2021,used,Crossover,20000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,720000000
Toyota, Toyota Fortuner 2.7V 4x2 AT - 2019,2019,used,SUV,40000,5,7,Xăng,null,Số tự động,RFD - Dẫn động cầu sau,null,850000000
Mercedes, Mercedes Benz GLE Class GLE 400 4Matic - 2015,2015,used,SUV,80000,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1499000000
Honda, Honda CRV L - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,983000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2022,2022,used,SUV,10000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1999000000
Hyundai, Hyundai Elantra 1.6 AT - 2020,2020,used,Sedan,46000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,7,545000000
VinFast, VinFast Lux A 2.0 Plus 2.0 AT - 2021,2021,used,Sedan,30000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,650000000
Mercedes, Mercedes Benz E class E300 AMG - 2021,2021,used,Sedan,9700,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,2430000000
Toyota, Toyota Camry 2.4G - 2010,2010,used,Sedan,120000,4,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,9,375000000
Hyundai, Hyundai Sonata 2.0 AT - 2009,2009,used,Sedan,123193,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,9,275000000
Rolls, Rolls Royce Ghost 6.6 V12 - 2013,2013,used,Sedan,0,4,5,Xăng,6.6,Số tự động,AWD - 4 bánh toàn thời gian,null,7500000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,640000000
Porsche, Porsche Macan 2.0 - 2014,2014,used,SUV,60000,4,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2150000000
Hyundai, Hyundai Tucson 1.6 AT Turbo - 2020,2020,used,Crossover,60000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,760000000
Toyota, Toyota Vios 1.5E CVT - 2019,2019,used,Sedan,17900,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,460000000
VinFast, VinFast Fadil 1.4 AT - 2020,2020,used,Hatchback,19000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,335000000
Porsche, Porsche Panamera 4 Executive - 2021,2021,used,Sedan,13000,4,4,Xăng,2.9,Số tự động,RFD - Dẫn động cầu sau,null,7500000000
Hyundai, Hyundai SantaFe SLX - 2009,2009,used,SUV,80000,5,7,Dầu,2.0,Số tự động,FWD - Dẫn động cầu trước,null,480000000
Toyota, Toyota Vios 1.5E MT - 2020,2020,used,Sedan,41000,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,410000000
Mercedes, Mercedes Benz GLC 200 - 2022,2022,used,SUV,30,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1780000000
Mazda, Mazda CX5 2.0 AT - 2019,2019,used,SUV,52000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,8,675000000
Mercedes, Mercedes Benz GLC 200 - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1809000000
Mazda, Mazda 3 1.5 AT - 2017,2017,used,Sedan,38000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,500000000
Lexus, Lexus LX 570 Super Sport - 2019,2019,used,SUV,20000,5,7,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,7850000000
Lexus, Lexus LX 570 Super Sport - 2019,2019,used,SUV,31000,5,7,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,7900000000
Honda, Honda HRV L - 2023,2023,new,Crossover,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,799000000
Jeep, Jeep Wrangler Sport 2.0 4x4 AT - 2020,2020,used,SUV,33000,5,5,Xăng,2.0,Số tự động,4WD - Dẫn động 4 bánh,null,2850000000
LandRover, LandRover Range Rover Autobiography 3.0 - 2016,2016,used,SUV,66000,5,5,Dầu,3.0,Số tự động,AWD - 4 bánh toàn thời gian,9,3620000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2639000000
Mercedes, Mercedes Benz Maybach S450 4Matic - 2020,2020,used,Sedan,19000,4,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,5900000000
Toyota, Toyota Camry 2.4G - 2010,2010,used,Sedan,120000,4,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,450000000
Chevrolet, Chevrolet Orlando LTZ 1.8 AT - 2011,2011,used,SUV,0,5,7,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,278000000
Toyota, Toyota Fortuner 2.4G 4x2 MT - 2018,2018,used,SUV,105000,5,8,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,null,730000000
